level1	level2	level3	gene_family
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.143
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.144
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K14732
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.145
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K00070
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K16045
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.146
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K15680
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K22418
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.147
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.148
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.149
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K00212
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K05295
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.150
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.151
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.152
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.153
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K00072
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.154
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.156
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K18097
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.157
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K00074
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.159
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K00076
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.160
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.162
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.163
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K17754
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.164
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.165
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.166
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.167
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.168
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.169
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K00077
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K24263
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.170
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K07748
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.172
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.173
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K18337
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.174
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.175
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K22185
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.176
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.177
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.178
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K08683
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.179
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K00078
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K14273
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.181
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K12408
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.183
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K12957
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.184
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K00079
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K00081
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K00084
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.185
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.186
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.187
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.188
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K04119
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.189
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K00079
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.190
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.191
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.192
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.193
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K00082
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K11752
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.194
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.195
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K00083
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K22395
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.196
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.197
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K00079
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.198
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.199
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.200
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K00085
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.201
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K23231
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.202
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K00086
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.203
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K18981
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.205
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K00088
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.206
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K08081
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.207
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K15094
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.208
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K15095
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.209
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.210
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.211
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K07515
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K10527
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.212
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.213
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K00089
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K04119
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.214
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.215
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K00090
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K22229
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.216
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K15890
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.217
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.218
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K03378
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K13374
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.219
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K00091
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K13082
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.220
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.221
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.223
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K15090
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.224
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.225
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K00037
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.226
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.227
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.228
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.229
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.230
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.231
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.232
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.233
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.234
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K13082
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.235
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.236
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K05354
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.237
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K13574
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K18606
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.238
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.239
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K13368
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K13369
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K13370
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.240
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.241
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.243
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K14730
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K14732
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.244
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K00093
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.245
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K19960
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.247
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K13394
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.248
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K13392
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.250
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K17738
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.251
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K00094
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.252
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K17739
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.254
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.255
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K00095
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.256
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.257
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K19629
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.258
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K19961
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.259
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.260
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.261
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K00096
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.262
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K00097
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.263
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K13981
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.264
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K00098
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.265
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.266
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K13306
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.267
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K00099
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.268
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.269
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.270
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K09827
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K13373
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K22970
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.271
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K02377
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.272
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	K17064
Oxidoreductases	Acting on the CH-OH group of donors	With NAD+ or NADP+ as acceptor	EC:1.1.1.273
